"loan_id","loan_purpose","date","loan_granted","loan_repaid"
136453,"emergency_funds","2012-09-05",0,NA
337233,"investment","2012-01-12",0,NA
339906,"business","2012-12-18",0,NA
378027,"investment","2012-03-15",1,0
706510,"business","2012-02-01",1,1
598352,"home","2012-07-12",1,1
155554,"other","2012-02-16",1,0
644308,"investment","2012-05-11",0,NA
306679,"business","2012-01-23",0,NA
182032,"home","2012-10-04",1,0
77551,"investment","2012-04-18",0,NA
434915,"emergency_funds","2012-02-24",1,1
202461,"home","2012-08-07",1,1
699905,"emergency_funds","2012-04-19",0,NA
743316,"investment","2012-04-16",0,NA
109452,"investment","2012-09-18",1,1
235238,"business","2012-08-14",1,0
934070,"business","2012-10-26",0,NA
599081,"business","2012-01-27",0,NA
167528,"emergency_funds","2012-02-13",0,NA
113690,"investment","2012-02-06",1,1
325878,"business","2012-03-29",0,NA
111271,"investment","2012-12-11",0,NA
711032,"investment","2012-04-09",1,0
564921,"investment","2012-06-20",0,NA
9569,"investment","2012-08-29",0,NA
614624,"business","2012-04-16",1,0
602539,"business","2012-01-06",0,NA
404910,"other","2012-05-29",0,NA
734326,"investment","2012-07-19",1,1
188009,"other","2012-09-20",0,NA
55693,"business","2012-08-21",0,NA
889268,"other","2012-03-06",0,NA
286061,"emergency_funds","2012-07-06",0,NA
503039,"home","2012-12-13",0,NA
472181,"business","2012-10-16",0,NA
333771,"business","2012-10-30",0,NA
351427,"business","2012-08-31",1,1
284035,"investment","2012-09-20",1,0
119642,"business","2012-12-10",0,NA
661805,"emergency_funds","2012-06-18",0,NA
69342,"other","2012-11-15",1,0
93191,"home","2012-05-03",1,1
549228,"home","2012-12-20",1,1
246268,"investment","2012-09-17",1,1
628703,"business","2012-03-05",0,NA
446279,"business","2012-08-14",1,1
87797,"other","2012-02-01",1,1
769802,"investment","2012-08-29",0,NA
923996,"other","2012-05-31",1,1
920494,"other","2012-06-07",1,1
320327,"business","2012-08-16",0,NA
318060,"business","2012-05-28",0,NA
847323,"other","2012-05-15",0,NA
185690,"emergency_funds","2012-01-03",0,NA
70546,"investment","2012-07-09",1,1
392087,"other","2012-05-28",0,NA
16421,"home","2012-06-05",0,NA
135022,"home","2012-12-05",1,0
449942,"home","2012-05-02",1,0
117021,"investment","2012-06-12",0,NA
830481,"business","2012-03-19",0,NA
758687,"other","2012-06-22",0,NA
313788,"business","2012-05-18",0,NA
402924,"home","2012-09-21",1,1
397374,"home","2012-12-17",1,1
197685,"home","2012-02-23",0,NA
247547,"emergency_funds","2012-04-27",0,NA
662327,"emergency_funds","2012-05-18",1,1
798776,"home","2012-08-03",0,NA
538375,"home","2012-04-19",0,NA
510343,"emergency_funds","2012-07-31",0,NA
596874,"emergency_funds","2012-11-28",0,NA
773373,"investment","2012-06-20",1,0
622054,"other","2012-04-04",1,1
5896,"business","2012-05-02",0,NA
255254,"other","2012-10-26",0,NA
601451,"investment","2012-05-09",1,1
346070,"investment","2012-07-02",1,1
90300,"home","2012-12-11",0,NA
508707,"emergency_funds","2012-08-14",0,NA
443210,"home","2012-02-17",1,0
589165,"investment","2012-11-14",1,0
105397,"emergency_funds","2012-01-12",0,NA
421264,"investment","2012-09-06",1,1
734478,"business","2012-01-17",0,NA
203830,"home","2012-04-18",0,NA
89309,"other","2012-05-29",1,1
475410,"home","2012-09-06",0,NA
266245,"home","2012-09-13",0,NA
768394,"home","2012-12-25",0,NA
250473,"emergency_funds","2012-10-22",0,NA
877138,"investment","2012-09-10",1,0
890260,"emergency_funds","2012-01-04",0,NA
32071,"investment","2012-08-13",0,NA
734293,"home","2012-04-03",1,1
391645,"other","2012-02-20",1,1
838913,"investment","2012-03-23",1,1
914091,"business","2012-08-06",0,NA
820103,"investment","2012-12-26",1,0
703411,"business","2012-06-12",1,1
104320,"emergency_funds","2012-06-06",1,1
4307,"investment","2012-11-07",1,0
357265,"home","2012-03-06",1,1
131244,"home","2012-04-06",0,NA
826947,"business","2012-09-18",0,NA
486656,"emergency_funds","2012-09-11",1,1
641428,"home","2012-06-19",0,NA
227598,"home","2012-01-02",1,0
938042,"other","2012-05-10",1,1
295207,"business","2012-06-05",1,1
1374,"other","2012-12-10",1,0
860184,"investment","2012-07-23",0,NA
591071,"home","2012-09-27",0,NA
702929,"business","2012-01-31",1,1
377689,"investment","2012-01-06",1,1
172753,"home","2012-05-09",1,1
365030,"business","2012-02-16",1,1
847198,"other","2012-08-03",0,NA
168683,"business","2012-01-19",1,1
168277,"investment","2012-04-05",1,1
462826,"other","2012-08-30",0,NA
60096,"emergency_funds","2012-02-17",0,NA
100801,"home","2012-03-14",0,NA
807853,"emergency_funds","2012-01-03",1,1
594315,"business","2012-02-02",0,NA
970034,"home","2012-07-17",0,NA
159189,"other","2012-01-25",0,NA
93680,"investment","2012-01-31",1,1
401024,"home","2012-08-22",1,0
890903,"home","2012-07-19",0,NA
703854,"home","2012-05-10",1,1
227264,"emergency_funds","2012-05-24",1,0
296791,"business","2012-02-17",0,NA
77927,"home","2012-08-02",0,NA
30862,"business","2012-07-25",1,1
150876,"other","2012-09-04",1,1
774159,"investment","2012-11-15",1,1
691000,"home","2012-02-28",0,NA
175418,"business","2012-09-11",1,1
478075,"home","2012-03-19",1,1
137110,"home","2012-07-25",0,NA
471517,"business","2012-10-31",0,NA
992791,"investment","2012-03-12",0,NA
803288,"emergency_funds","2012-10-03",1,1
948930,"investment","2012-08-31",0,NA
53327,"investment","2012-04-25",0,NA
846525,"other","2012-07-25",0,NA
291495,"investment","2012-04-17",0,NA
409755,"emergency_funds","2012-09-05",0,NA
552794,"other","2012-03-28",1,1
635519,"home","2012-09-11",1,0
977006,"emergency_funds","2012-11-12",1,1
874709,"other","2012-02-16",1,1
387914,"business","2012-02-01",0,NA
17523,"investment","2012-06-29",1,1
293869,"investment","2012-05-31",1,0
393487,"other","2012-06-15",1,1
125510,"business","2012-01-30",0,NA
997698,"emergency_funds","2012-11-15",1,0
832323,"other","2012-08-09",0,NA
421961,"home","2012-01-13",0,NA
511835,"investment","2012-06-06",1,0
589035,"other","2012-09-20",0,NA
771761,"other","2012-02-24",1,1
709411,"business","2012-12-19",0,NA
949641,"business","2012-06-13",1,1
698715,"emergency_funds","2012-05-10",1,1
891132,"home","2012-12-03",0,NA
386311,"emergency_funds","2012-06-15",0,NA
416475,"investment","2012-05-29",0,NA
56022,"investment","2012-06-18",0,NA
902924,"investment","2012-10-02",0,NA
442779,"home","2012-03-05",1,0
110194,"other","2012-01-04",0,NA
736688,"other","2012-07-26",0,NA
67466,"emergency_funds","2012-10-09",0,NA
595923,"home","2012-06-06",1,1
996996,"emergency_funds","2012-04-23",0,NA
639064,"home","2012-04-11",0,NA
319353,"other","2012-05-04",0,NA
625135,"home","2012-02-03",0,NA
343507,"investment","2012-08-27",1,1
887072,"emergency_funds","2012-03-01",1,0
348330,"emergency_funds","2012-05-23",1,1
445932,"home","2012-02-01",0,NA
47527,"business","2012-08-21",1,0
307259,"emergency_funds","2012-10-04",0,NA
145893,"business","2012-05-23",0,NA
888864,"business","2012-05-15",1,1
405692,"home","2012-04-26",1,0
251584,"other","2012-03-28",0,NA
715967,"other","2012-10-24",0,NA
780297,"other","2012-08-29",0,NA
669494,"emergency_funds","2012-07-04",0,NA
695125,"business","2012-03-13",1,1
156193,"business","2012-10-30",0,NA
422856,"home","2012-10-17",0,NA
243224,"investment","2012-08-22",0,NA
831497,"other","2012-10-04",1,1
965043,"investment","2012-01-04",0,NA
949435,"emergency_funds","2012-07-12",1,0
406374,"investment","2012-04-20",1,1
485288,"other","2012-10-24",1,1
318426,"home","2012-06-19",1,1
991651,"other","2012-08-31",1,1
965775,"investment","2012-10-01",1,1
770704,"business","2012-04-04",0,NA
806630,"investment","2012-10-22",1,0
451384,"investment","2012-04-09",0,NA
907403,"investment","2012-11-13",1,1
443878,"emergency_funds","2012-11-14",0,NA
83224,"emergency_funds","2012-02-14",0,NA
302862,"investment","2012-10-03",1,1
693487,"investment","2012-04-18",0,NA
437742,"investment","2012-09-24",1,1
200301,"business","2012-03-07",1,1
442956,"investment","2012-08-07",1,1
838821,"home","2012-12-25",0,NA
14187,"home","2012-10-16",1,0
700278,"business","2012-03-30",1,1
428353,"investment","2012-07-03",1,1
330005,"investment","2012-10-04",0,NA
586832,"home","2012-05-03",1,0
746976,"other","2012-01-24",0,NA
315480,"emergency_funds","2012-12-06",1,0
164139,"home","2012-06-14",1,1
657024,"investment","2012-06-01",1,0
770317,"emergency_funds","2012-05-29",0,NA
971569,"business","2012-07-25",0,NA
229059,"home","2012-03-06",1,1
466578,"investment","2012-09-12",1,1
414837,"business","2012-09-26",0,NA
908683,"business","2012-12-12",1,0
692973,"other","2012-10-25",1,1
743255,"emergency_funds","2012-11-20",1,1
853907,"other","2012-01-09",1,0
724325,"investment","2012-03-12",0,NA
205359,"business","2012-06-21",1,1
108129,"investment","2012-04-25",1,1
693198,"emergency_funds","2012-01-18",0,NA
676001,"emergency_funds","2012-10-26",1,1
490761,"investment","2012-12-27",1,1
386397,"business","2012-02-27",1,1
550861,"investment","2012-06-08",1,1
851644,"home","2012-07-17",1,1
472268,"other","2012-06-11",0,NA
585176,"business","2012-09-05",1,1
416926,"other","2012-10-09",0,NA
380973,"home","2012-08-28",1,0
39729,"investment","2012-07-11",0,NA
767927,"home","2012-04-09",0,NA
815451,"business","2012-05-11",0,NA
572971,"other","2012-01-05",1,1
436707,"business","2012-01-26",1,1
864869,"emergency_funds","2012-09-21",1,1
196924,"home","2012-11-29",1,1
602637,"investment","2012-10-02",0,NA
36834,"business","2012-05-28",1,1
638386,"investment","2012-12-21",0,NA
96884,"business","2012-11-08",1,1
677651,"home","2012-11-05",1,1
917936,"emergency_funds","2012-01-11",0,NA
81178,"home","2012-03-23",1,1
853257,"home","2012-11-23",1,1
658657,"home","2012-12-10",1,1
482260,"home","2012-07-04",0,NA
744361,"investment","2012-04-18",0,NA
464068,"business","2012-09-27",0,NA
329546,"home","2012-03-12",0,NA
972657,"investment","2012-03-15",1,1
94306,"business","2012-08-02",1,1
685854,"other","2012-08-15",1,0
559914,"investment","2012-02-15",0,NA
335753,"home","2012-05-15",1,1
235728,"other","2012-06-26",0,NA
669231,"emergency_funds","2012-04-10",0,NA
37733,"investment","2012-12-19",1,1
191676,"other","2012-04-17",1,1
766552,"business","2012-01-31",1,1
159501,"business","2012-12-03",1,1
541801,"home","2012-09-11",1,0
102625,"investment","2012-12-14",1,1
514477,"emergency_funds","2012-10-24",1,0
171460,"business","2012-02-07",1,1
723215,"other","2012-08-30",0,NA
863698,"emergency_funds","2012-08-16",0,NA
119671,"business","2012-01-16",1,0
206818,"home","2012-08-30",1,1
488356,"business","2012-04-16",1,1
168736,"home","2012-02-17",0,NA
782185,"investment","2012-08-22",1,0
96732,"emergency_funds","2012-12-25",1,0
469475,"business","2012-06-21",0,NA
783752,"home","2012-03-20",0,NA
88099,"home","2012-05-24",0,NA
553765,"business","2012-12-06",1,1
889884,"home","2012-05-22",1,0
247299,"investment","2012-04-05",0,NA
199677,"home","2012-12-17",0,NA
439463,"other","2012-10-15",0,NA
947869,"business","2012-05-10",1,1
528565,"home","2012-12-26",0,NA
476426,"investment","2012-05-07",1,1
285965,"emergency_funds","2012-01-18",0,NA
643342,"other","2012-01-16",1,1
220201,"investment","2012-07-26",0,NA
287224,"other","2012-11-09",0,NA
555730,"investment","2012-05-14",0,NA
35350,"home","2012-12-27",1,0
220419,"business","2012-03-01",0,NA
519241,"business","2012-09-26",1,1
679255,"home","2012-10-29",0,NA
928201,"home","2012-07-31",0,NA
530992,"investment","2012-07-04",1,0
94037,"business","2012-04-09",0,NA
19145,"home","2012-11-02",0,NA
885831,"investment","2012-09-27",0,NA
776779,"other","2012-01-05",1,1
261925,"home","2012-11-02",0,NA
452421,"other","2012-03-06",1,1
312169,"emergency_funds","2012-12-14",0,NA
448297,"emergency_funds","2012-08-01",0,NA
628989,"business","2012-06-13",1,1
82429,"business","2012-11-26",1,1
980287,"emergency_funds","2012-03-02",1,0
999667,"investment","2012-12-07",1,1
303498,"business","2012-01-23",1,1
451695,"business","2012-08-03",1,1
816730,"other","2012-12-26",1,1
314928,"business","2012-03-28",0,NA
845415,"other","2012-01-30",1,1
69002,"investment","2012-02-03",1,0
424390,"investment","2012-05-29",1,1
345049,"business","2012-12-24",1,1
82057,"investment","2012-06-21",1,1
642573,"business","2012-01-27",0,NA
820216,"emergency_funds","2012-10-26",1,1
513472,"home","2012-05-30",0,NA
925608,"business","2012-09-13",0,NA
38753,"business","2012-07-20",0,NA
645561,"investment","2012-11-28",0,NA
247368,"other","2012-07-12",1,1
691529,"business","2012-08-31",0,NA
807331,"business","2012-07-12",1,1
540048,"investment","2012-01-23",0,NA
912061,"investment","2012-03-23",0,NA
387265,"business","2012-10-26",1,1
339693,"investment","2012-05-28",0,NA
794436,"other","2012-02-22",0,NA
583816,"home","2012-01-02",1,0
164904,"investment","2012-01-05",1,0
746137,"emergency_funds","2012-12-10",1,1
319471,"business","2012-07-16",0,NA
791953,"investment","2012-03-22",1,1
778089,"other","2012-01-19",1,1
671759,"investment","2012-06-07",1,1
492551,"business","2012-02-01",1,1
883291,"investment","2012-07-26",1,1
232037,"home","2012-05-30",0,NA
684612,"business","2012-04-30",1,1
977214,"emergency_funds","2012-05-23",1,0
68224,"other","2012-11-12",0,NA
232786,"other","2012-11-05",0,NA
936668,"emergency_funds","2012-06-04",1,0
286172,"business","2012-01-02",0,NA
981667,"other","2012-01-05",0,NA
94995,"business","2012-01-06",1,1
992498,"emergency_funds","2012-03-06",0,NA
165852,"business","2012-02-28",1,1
201011,"business","2012-06-04",0,NA
977659,"home","2012-10-15",1,1
618278,"investment","2012-09-07",1,0
366014,"business","2012-12-28",1,1
825379,"investment","2012-09-14",0,NA
797569,"emergency_funds","2012-05-01",0,NA
616231,"business","2012-03-02",1,1
231904,"home","2012-03-22",1,0
231858,"business","2012-07-16",0,NA
11088,"business","2012-05-07",0,NA
384596,"emergency_funds","2012-03-14",1,1
332458,"investment","2012-05-14",1,1
255249,"other","2012-07-17",1,1
552745,"emergency_funds","2012-07-18",1,0
890227,"investment","2012-10-29",0,NA
347529,"emergency_funds","2012-04-26",1,1
595410,"emergency_funds","2012-04-30",1,1
854271,"other","2012-08-23",1,1
303333,"home","2012-01-04",0,NA
594123,"business","2012-10-22",0,NA
944108,"investment","2012-05-16",1,0
530434,"business","2012-12-18",1,0
441950,"investment","2012-06-12",0,NA
969601,"investment","2012-02-21",1,1
920038,"business","2012-03-23",1,1
165432,"home","2012-05-23",0,NA
975440,"home","2012-07-06",0,NA
203028,"investment","2012-02-21",0,NA
960152,"other","2012-10-05",0,NA
393079,"emergency_funds","2012-04-03",1,0
212777,"business","2012-02-07",0,NA
852230,"other","2012-04-20",0,NA
733547,"investment","2012-06-04",0,NA
445488,"other","2012-02-29",0,NA
195962,"business","2012-11-27",0,NA
672659,"business","2012-08-09",1,0
446779,"investment","2012-04-09",0,NA
923877,"investment","2012-02-22",1,0
224153,"emergency_funds","2012-01-30",1,0
739572,"business","2012-07-02",0,NA
172787,"investment","2012-06-25",0,NA
705742,"investment","2012-01-31",0,NA
485037,"other","2012-05-21",0,NA
45052,"business","2012-12-19",0,NA
192391,"home","2012-11-27",0,NA
23777,"home","2012-12-11",1,1
387327,"other","2012-09-17",0,NA
301778,"business","2012-05-21",1,1
418120,"investment","2012-03-02",1,0
635417,"home","2012-10-11",0,NA
927563,"home","2012-01-04",1,1
177275,"other","2012-03-20",0,NA
514863,"investment","2012-07-05",1,1
230242,"home","2012-08-20",1,1
952984,"other","2012-02-01",0,NA
879177,"home","2012-12-24",1,1
744821,"investment","2012-10-01",1,1
330350,"business","2012-12-25",1,1
726832,"business","2012-10-18",0,NA
923852,"other","2012-07-18",0,NA
412254,"business","2012-07-02",1,1
755694,"investment","2012-02-27",0,NA
14229,"home","2012-10-24",1,1
335620,"emergency_funds","2012-05-15",0,NA
177304,"investment","2012-04-16",1,1
798274,"investment","2012-10-03",1,1
968008,"investment","2012-11-13",1,0
743383,"business","2012-09-17",0,NA
677548,"home","2012-05-30",0,NA
968165,"home","2012-07-04",0,NA
659708,"investment","2012-08-21",0,NA
453894,"investment","2012-09-03",0,NA
762626,"business","2012-08-01",1,1
557563,"investment","2012-04-18",1,1
373059,"investment","2012-08-29",0,NA
180278,"investment","2012-12-14",1,1
815570,"investment","2012-05-31",1,1
408568,"home","2012-12-03",0,NA
98513,"home","2012-03-16",1,1
512452,"emergency_funds","2012-04-05",0,NA
451448,"business","2012-08-29",0,NA
257752,"investment","2012-05-18",0,NA
920951,"other","2012-10-25",1,0
359569,"business","2012-05-31",0,NA
866019,"home","2012-02-06",0,NA
542918,"emergency_funds","2012-06-21",1,0
271512,"business","2012-03-12",0,NA
123258,"investment","2012-08-29",1,1
877527,"business","2012-10-16",1,0
432138,"business","2012-08-13",1,1
592546,"home","2012-08-23",1,1
316694,"other","2012-07-13",1,0
974183,"home","2012-07-05",1,1
838389,"investment","2012-09-20",1,1
80055,"other","2012-07-06",0,NA
396240,"investment","2012-09-14",0,NA
637084,"other","2012-04-10",1,0
736448,"other","2012-12-07",0,NA
208971,"home","2012-11-02",1,1
950070,"home","2012-03-09",1,1
234117,"investment","2012-03-08",0,NA
943991,"emergency_funds","2012-06-26",0,NA
35524,"emergency_funds","2012-01-04",0,NA
843226,"business","2012-08-20",0,NA
939715,"emergency_funds","2012-01-10",0,NA
133761,"business","2012-03-27",1,1
930386,"emergency_funds","2012-04-20",0,NA
12045,"home","2012-05-23",1,1
178108,"home","2012-07-06",1,1
284103,"other","2012-08-31",0,NA
726449,"business","2012-06-12",1,0
709629,"investment","2012-09-24",0,NA
304147,"business","2012-02-17",0,NA
269668,"home","2012-10-29",1,1
119533,"business","2012-05-30",0,NA
686672,"home","2012-09-11",1,1
384940,"business","2012-11-19",0,NA
732307,"business","2012-06-14",1,1
373438,"other","2012-01-30",1,1
208904,"other","2012-06-06",1,0
395785,"home","2012-05-01",1,1
285530,"home","2012-05-15",1,0
912623,"investment","2012-03-27",1,1
82645,"business","2012-02-08",1,0
151903,"other","2012-07-16",1,0
644896,"business","2012-07-11",0,NA
538526,"other","2012-12-05",0,NA
737001,"emergency_funds","2012-06-08",1,0
954064,"business","2012-06-15",0,NA
226956,"other","2012-07-20",1,1
577245,"home","2012-03-19",1,0
399484,"other","2012-11-15",1,1
3611,"home","2012-05-28",0,NA
500882,"emergency_funds","2012-09-14",1,1
363105,"investment","2012-05-21",1,1
830553,"other","2012-01-12",1,0
657350,"investment","2012-10-16",0,NA
596432,"other","2012-06-07",1,1
370032,"other","2012-10-31",0,NA
433571,"home","2012-08-14",0,NA
562913,"business","2012-04-04",1,1
314444,"home","2012-02-07",0,NA
775743,"home","2012-10-30",0,NA
464249,"investment","2012-05-07",0,NA
196480,"business","2012-06-19",1,1
735700,"home","2012-11-26",1,1
293767,"home","2012-09-11",1,0
926208,"home","2012-12-18",1,1
728725,"emergency_funds","2012-09-12",0,NA
769407,"other","2012-03-19",0,NA
246770,"emergency_funds","2012-05-16",0,NA
635025,"home","2012-08-09",1,1
689057,"emergency_funds","2012-12-19",0,NA
113364,"investment","2012-03-01",1,1
852924,"home","2012-03-28",1,1
415337,"emergency_funds","2012-12-20",1,0
123996,"investment","2012-12-18",1,0
800343,"emergency_funds","2012-12-17",1,1
335698,"business","2012-03-23",1,1
744559,"other","2012-06-22",0,NA
907650,"business","2012-01-09",0,NA
458412,"investment","2012-11-15",0,NA
773037,"business","2012-12-05",0,NA
734960,"home","2012-03-12",0,NA
426633,"investment","2012-02-27",1,1
131566,"emergency_funds","2012-08-10",1,0
74609,"home","2012-10-25",0,NA
105748,"emergency_funds","2012-03-07",0,NA
624669,"business","2012-08-01",0,NA
416754,"investment","2012-12-03",1,1
517817,"business","2012-02-28",1,0
546582,"home","2012-08-22",1,0
378532,"emergency_funds","2012-08-09",0,NA
449302,"home","2012-04-25",1,1
607710,"home","2012-01-25",0,NA
640414,"home","2012-10-04",0,NA
615509,"emergency_funds","2012-06-05",1,0
971856,"investment","2012-06-27",1,0
484502,"investment","2012-07-30",1,1
886152,"business","2012-03-07",1,1
502382,"business","2012-03-08",1,1
222647,"business","2012-08-14",1,1
493920,"emergency_funds","2012-01-31",0,NA
521104,"investment","2012-06-21",1,1
835415,"investment","2012-04-19",1,0
672613,"investment","2012-06-12",0,NA
875950,"business","2012-07-11",0,NA
54289,"home","2012-02-01",1,1
314104,"investment","2012-03-15",0,NA
374715,"business","2012-01-25",1,1
743883,"other","2012-05-10",1,0
445055,"other","2012-05-15",1,0
285407,"business","2012-11-09",0,NA
865334,"investment","2012-10-10",0,NA
968595,"emergency_funds","2012-05-07",1,0
318302,"other","2012-01-17",1,1
846234,"other","2012-06-21",0,NA
358823,"other","2012-03-19",0,NA
123966,"business","2012-04-12",0,NA
455064,"business","2012-11-15",0,NA
862596,"business","2012-12-26",0,NA
929546,"investment","2012-09-10",0,NA
817952,"investment","2012-01-24",0,NA
3443,"investment","2012-03-13",1,1
845590,"emergency_funds","2012-12-26",0,NA
13849,"investment","2012-08-23",0,NA
263929,"business","2012-06-13",0,NA
349054,"business","2012-10-12",0,NA
916275,"home","2012-10-17",0,NA
776498,"home","2012-09-10",1,1
894188,"other","2012-11-26",0,NA
378726,"business","2012-08-15",1,0
829238,"investment","2012-10-08",0,NA
756417,"emergency_funds","2012-05-23",0,NA
899772,"other","2012-07-05",0,NA
325974,"other","2012-02-23",0,NA
703524,"other","2012-12-07",0,NA
879417,"home","2012-01-02",1,0
428979,"other","2012-01-30",1,1
999962,"investment","2012-06-29",1,1
429408,"investment","2012-07-06",0,NA
855677,"investment","2012-04-24",0,NA
798132,"investment","2012-05-29",0,NA
214411,"emergency_funds","2012-11-28",1,1
74824,"investment","2012-12-19",0,NA
72343,"other","2012-02-29",0,NA
72155,"investment","2012-07-20",0,NA
173805,"emergency_funds","2012-06-11",0,NA
509820,"business","2012-09-19",0,NA
975510,"home","2012-05-31",0,NA
128055,"emergency_funds","2012-07-17",0,NA
312563,"other","2012-06-12",0,NA
202919,"other","2012-09-17",1,0
315866,"home","2012-06-27",0,NA
510473,"investment","2012-02-27",1,1
901168,"home","2012-12-26",1,0
202217,"emergency_funds","2012-08-14",1,0
471339,"business","2012-12-19",0,NA
205943,"business","2012-03-20",1,0
396878,"business","2012-11-12",0,NA
272836,"home","2012-05-28",0,NA
335881,"other","2012-09-10",0,NA
133319,"emergency_funds","2012-11-09",1,1
620586,"business","2012-12-12",0,NA
446929,"other","2012-03-19",0,NA
82677,"home","2012-07-16",1,1
782549,"other","2012-10-31",1,0
260907,"business","2012-03-19",1,0
692906,"emergency_funds","2012-03-29",0,NA
301008,"business","2012-08-23",0,NA
935136,"other","2012-04-26",1,1
444122,"home","2012-07-03",1,0
246959,"business","2012-10-23",1,1
483050,"investment","2012-07-26",0,NA
635529,"home","2012-08-29",0,NA
361900,"investment","2012-06-15",0,NA
112667,"emergency_funds","2012-03-05",1,1
371345,"home","2012-03-30",1,0
558519,"home","2012-04-20",1,1
388817,"investment","2012-11-26",0,NA
649231,"home","2012-05-18",0,NA
457642,"business","2012-08-15",1,0
671222,"investment","2012-02-13",0,NA
917146,"other","2012-02-06",1,0
313573,"other","2012-11-23",0,NA
139387,"investment","2012-09-17",1,1
709337,"investment","2012-05-14",0,NA
529763,"home","2012-08-03",1,0
312196,"home","2012-07-16",1,0
763282,"business","2012-02-13",1,1
244996,"business","2012-04-25",1,1
994918,"home","2012-05-11",0,NA
598125,"investment","2012-11-26",1,1
544515,"investment","2012-03-28",1,1
532115,"other","2012-11-09",0,NA
907572,"business","2012-09-03",1,1
5043,"home","2012-03-23",0,NA
698626,"emergency_funds","2012-08-15",1,0
915635,"home","2012-03-30",0,NA
218326,"other","2012-05-03",1,1
320257,"investment","2012-08-29",0,NA
813880,"business","2012-07-23",1,1
54082,"emergency_funds","2012-02-29",0,NA
695461,"home","2012-06-19",1,0
498450,"home","2012-01-17",0,NA
493363,"emergency_funds","2012-06-13",1,0
308559,"investment","2012-03-13",0,NA
202211,"emergency_funds","2012-05-08",0,NA
877234,"investment","2012-01-25",1,1
554297,"emergency_funds","2012-03-28",0,NA
53745,"home","2012-05-11",0,NA
654477,"other","2012-08-02",1,0
348091,"business","2012-03-07",0,NA
259366,"emergency_funds","2012-08-07",0,NA
646125,"home","2012-03-20",0,NA
568098,"emergency_funds","2012-12-05",0,NA
817312,"business","2012-08-27",0,NA
987533,"home","2012-01-11",1,1
580266,"home","2012-11-19",0,NA
682777,"business","2012-08-30",1,1
152875,"business","2012-09-18",1,1
473428,"business","2012-10-10",1,1
506121,"investment","2012-08-22",0,NA
764450,"investment","2012-10-19",1,1
77252,"business","2012-03-19",1,1
344170,"business","2012-07-26",1,0
313874,"emergency_funds","2012-04-18",0,NA
541803,"investment","2012-07-16",0,NA
551038,"home","2012-11-22",1,1
907852,"investment","2012-09-21",0,NA
360570,"business","2012-10-30",0,NA
489705,"business","2012-07-09",0,NA
146925,"emergency_funds","2012-12-12",0,NA
493802,"investment","2012-04-11",0,NA
415060,"investment","2012-01-23",1,1
288012,"business","2012-01-13",1,1
193698,"investment","2012-10-25",0,NA
819192,"other","2012-10-10",0,NA
117356,"business","2012-05-14",0,NA
913061,"business","2012-01-11",1,1
36716,"home","2012-03-30",0,NA
949408,"investment","2012-04-11",1,1
763470,"emergency_funds","2012-03-19",0,NA
837123,"other","2012-12-11",0,NA
447031,"home","2012-06-29",0,NA
545952,"emergency_funds","2012-11-02",1,1
426311,"emergency_funds","2012-09-05",0,NA
618467,"investment","2012-10-17",1,0
80251,"investment","2012-07-19",1,1
691290,"other","2012-12-12",0,NA
664290,"home","2012-03-14",1,1
284353,"other","2012-02-06",0,NA
18568,"other","2012-06-06",0,NA
405770,"home","2012-11-20",0,NA
310458,"business","2012-03-13",1,1
277543,"other","2012-01-17",0,NA
364908,"other","2012-11-07",1,0
392870,"emergency_funds","2012-08-17",0,NA
17770,"home","2012-02-13",0,NA
746266,"business","2012-08-13",1,0
760611,"other","2012-07-26",0,NA
763353,"emergency_funds","2012-11-21",1,0
448762,"business","2012-12-05",0,NA
315214,"emergency_funds","2012-02-16",1,0
795521,"home","2012-10-03",0,NA
931398,"other","2012-02-02",0,NA
287885,"investment","2012-07-23",1,1
614164,"other","2012-10-02",0,NA
982537,"emergency_funds","2012-06-12",0,NA
274252,"home","2012-06-08",1,1
713569,"other","2012-04-05",1,1
550633,"emergency_funds","2012-07-10",0,NA
621512,"business","2012-11-28",0,NA
759164,"home","2012-11-26",1,0
733804,"home","2012-06-04",0,NA
104511,"emergency_funds","2012-01-06",0,NA
474293,"other","2012-01-04",1,1
888989,"emergency_funds","2012-03-28",0,NA
810861,"business","2012-04-05",1,0
945689,"emergency_funds","2012-02-29",0,NA
54369,"other","2012-04-18",0,NA
752230,"home","2012-02-02",0,NA
15327,"home","2012-12-11",1,1
785821,"home","2012-01-19",1,1
776932,"emergency_funds","2012-02-29",0,NA
948794,"business","2012-09-28",1,0
234615,"emergency_funds","2012-03-07",1,1
247590,"other","2012-06-21",1,0
408699,"other","2012-11-13",1,1
42295,"investment","2012-11-26",0,NA
218928,"home","2012-04-24",1,1
587705,"home","2012-10-08",0,NA
15531,"investment","2012-09-28",0,NA
831604,"home","2012-12-24",1,1
630758,"business","2012-03-05",1,1
701467,"emergency_funds","2012-08-08",0,NA
361486,"other","2012-02-15",1,1
264734,"home","2012-07-11",1,0
146153,"business","2012-09-17",1,1
279079,"business","2012-01-31",1,1
772268,"investment","2012-04-09",1,1
389676,"home","2012-12-03",1,0
74988,"home","2012-07-09",1,0
716784,"investment","2012-02-16",0,NA
634987,"business","2012-12-19",1,1
