"date","shown","clicked","converted","avg_cost_per_click","total_revenue","ad"
2015-10-25,140519,1279,14,0.38,224.24,"ad_group_17"
2015-10-26,144902,1419,13,0.38,289.4,"ad_group_17"
2015-10-27,137600,1267,13,0.4,110.23,"ad_group_17"
2015-10-28,143455,1459,15,0.44,34.81,"ad_group_17"
2015-10-29,139720,1184,15,0.4,226.15,"ad_group_17"
2015-10-30,148170,1451,14,0.43,177.24,"ad_group_17"
2015-10-31,141870,1178,16,0.4,229.7,"ad_group_17"
2015-11-01,146324,1083,16,0.4,300.8,"ad_group_17"
2015-11-02,147966,1269,17,0.4,304.56,"ad_group_17"
2015-11-03,142022,1133,13,0.37,239.54,"ad_group_17"
2015-11-04,144889,1288,15,0.39,274.76,"ad_group_17"
2015-11-05,153286,1342,17,0.39,146.04,"ad_group_17"
2015-11-06,150737,1306,16,0.39,99.89,"ad_group_17"
2015-11-07,146844,1353,15,0.39,33.12,"ad_group_17"
2015-11-08,153352,1313,15,0.38,212.16,"ad_group_17"
2015-11-09,147945,1129,18,0.38,168.63,"ad_group_17"
2015-11-10,145345,1334,15,0.42,200.02,"ad_group_17"
2015-11-11,138236,1295,15,0.38,302.65,"ad_group_17"
2015-11-12,141678,1178,11,0.4,155.38,"ad_group_17"
2015-11-13,145660,1328,16,0.39,270.52,"ad_group_17"
2015-11-14,139609,1329,15,0.41,94.48,"ad_group_17"
2015-11-15,145326,1455,14,0.42,393.19,"ad_group_17"
2015-11-16,144111,1419,15,0.4,145.86,"ad_group_17"
2015-11-17,148767,1628,16,0.48,159.32,"ad_group_17"
2015-11-18,143802,1239,13,0.38,55.86,"ad_group_17"
2015-11-19,140575,1301,14,0.38,251.79,"ad_group_17"
2015-11-20,145576,984,13,0.37,196.45,"ad_group_17"
2015-11-21,142373,1232,13,0.38,314.16,"ad_group_17"
2015-11-22,138435,1357,16,0.41,168.22,"ad_group_17"
2015-10-01,75128,7169,539,1.93,8432.53,"ad_group_18"
2015-10-02,82618,6760,556,1.65,10882.85,"ad_group_18"
2015-10-03,91208,8685,526,1.92,7935.81,"ad_group_18"
2015-10-04,79333,9133,453,2.32,4678.19,"ad_group_18"
2015-10-05,88208,9013,594,2.06,9564.57,"ad_group_18"
2015-10-06,85664,8335,655,1.96,12527.13,"ad_group_18"
2015-10-07,83412,8330,634,2.02,12830.9,"ad_group_18"
2015-10-08,81466,8950,614,2.22,8248.9,"ad_group_18"
2015-10-10,92281,9109,705,2,11426.26,"ad_group_18"
2015-10-11,92496,7528,703,1.65,11156.78,"ad_group_18"
2015-10-12,91490,8334,639,1.84,11885.68,"ad_group_18"
2015-10-13,88530,8978,685,2.05,10375.38,"ad_group_18"
2015-10-14,85891,9807,674,2.3,6053.47,"ad_group_18"
2015-10-15,90761,9654,632,2.15,13789.55,"ad_group_18"
2015-10-16,89481,8264,627,1.87,4058.27,"ad_group_18"
2015-10-17,92454,9600,545,2.1,7101.15,"ad_group_18"
2015-10-18,92578,8844,691,1.93,12404.97,"ad_group_18"
2015-10-19,89925,8421,642,1.89,8927.67,"ad_group_18"
2015-10-20,90806,9710,655,2.16,1670.05,"ad_group_18"
2015-10-21,89923,8225,449,1.85,4857.87,"ad_group_18"
2015-10-22,88250,9128,553,2.09,5931.6,"ad_group_18"
2015-10-23,87049,8821,542,2.05,8751.76,"ad_group_18"
2015-10-24,88780,8502,619,1.94,8507.75,"ad_group_18"
2015-10-25,89654,8777,663,1.98,7104.13,"ad_group_18"
2015-10-26,94807,9004,652,1.92,8893.21,"ad_group_18"
2015-10-27,89207,8375,679,1.9,14437.4,"ad_group_18"
2015-10-28,91094,7643,560,1.7,10568.64,"ad_group_18"
2015-10-29,89323,8853,711,2.01,5789.85,"ad_group_18"
2015-10-30,89735,7476,598,1.68,4733.81,"ad_group_18"
2015-10-31,91884,7817,641,1.72,13365.21,"ad_group_18"
2015-11-01,93762,9716,453,2.09,7336.15,"ad_group_18"
2015-11-02,89696,8814,623,1.99,12701.5,"ad_group_18"
2015-11-03,91572,9645,552,2.13,12609.48,"ad_group_18"
2015-11-04,90455,9193,588,2.05,16868.78,"ad_group_18"
2015-11-05,91998,10502,526,2.3,7357.86,"ad_group_18"
2015-11-06,90255,9297,712,2.08,19754.06,"ad_group_18"
2015-11-07,91445,10070,761,2.22,11932.77,"ad_group_18"
2015-11-08,86990,9334,654,2.17,8630.4,"ad_group_18"
2015-11-09,87371,8885,655,2.06,12204.97,"ad_group_18"
2015-11-10,89613,8512,558,1.92,11446.73,"ad_group_18"
2015-11-11,87017,10103,654,2.34,9118.51,"ad_group_18"
2015-11-12,91952,9753,800,2.14,12870.25,"ad_group_18"
2015-11-13,91532,10181,669,2.24,6990.71,"ad_group_18"
2015-11-14,88235,8936,471,2.05,6177.82,"ad_group_18"
2015-11-15,91442,8779,626,1.94,12027.66,"ad_group_18"
2015-11-16,92333,9574,656,2.09,11804.7,"ad_group_18"
2015-11-17,93126,8708,725,1.89,11905.73,"ad_group_18"
2015-11-18,88179,8324,793,1.91,15458.7,"ad_group_18"
2015-11-19,85460,7667,582,1.81,14296.76,"ad_group_18"
2015-11-20,90332,8217,597,1.84,14468.06,"ad_group_18"
2015-11-21,90874,9295,469,2.07,7345.43,"ad_group_18"
2015-11-22,87391,7871,479,1.82,12518.41,"ad_group_18"
2015-10-01,16587,1749,43,2.52,737.75,"ad_group_19"
2015-10-02,17845,1724,45,2.29,885.66,"ad_group_19"
2015-10-03,16565,1555,44,2.25,533.38,"ad_group_19"
2015-10-04,15709,1305,36,2.01,234.79,"ad_group_19"
2015-10-05,16483,1538,39,2.23,923.79,"ad_group_19"
2015-10-06,17939,1833,45,2.38,640.05,"ad_group_19"
2015-10-07,16032,1474,45,2.14,554.51,"ad_group_19"
2015-10-08,20459,1733,37,2.1,763.98,"ad_group_19"
2015-10-09,19972,1618,46,2.01,819.49,"ad_group_19"
2015-10-10,20127,1996,50,2.36,703.01,"ad_group_19"
2015-10-11,21656,1693,55,1.94,916.6,"ad_group_19"
2015-10-12,21255,2400,55,2.64,605.52,"ad_group_19"
2015-10-13,20109,2214,50,2.58,727.71,"ad_group_19"
2015-10-14,21067,1795,52,2.1,446.3,"ad_group_19"
2015-10-15,18886,1598,44,2.04,624.63,"ad_group_19"
2015-10-16,20380,2044,46,2.45,521.75,"ad_group_19"
2015-10-17,20447,2136,51,2.5,937.38,"ad_group_19"
2015-10-18,18988,1864,51,2.31,849.74,"ad_group_19"
2015-10-19,20407,2040,48,2.39,733.53,"ad_group_19"
2015-10-20,20196,1926,54,2.27,770.32,"ad_group_19"
2015-10-21,19936,2184,49,2.53,505.3,"ad_group_19"
2015-10-22,20139,2177,56,2.48,982.98,"ad_group_19"
2015-10-23,20214,2020,49,2.42,855.67,"ad_group_19"
2015-10-24,19925,1941,45,2.31,720.57,"ad_group_19"
2015-10-25,21078,1728,56,2.04,567.9,"ad_group_19"
2015-10-26,18443,1790,54,2.26,901.16,"ad_group_19"
2015-10-27,19470,1766,46,2.22,834.75,"ad_group_19"
2015-10-28,18927,1832,45,2.34,711.61,"ad_group_19"
2015-10-29,19645,2004,46,2.39,848.65,"ad_group_19"
2015-10-30,19501,1378,48,1.82,976.88,"ad_group_19"
2015-10-31,20379,2225,54,2.44,710.35,"ad_group_19"
2015-11-01,19590,1746,48,2.15,760.3,"ad_group_19"
2015-11-02,20317,2037,46,2.43,996.08,"ad_group_19"
2015-11-03,19092,1835,43,2.26,565.15,"ad_group_19"
2015-11-04,20154,2082,47,2.39,645.51,"ad_group_19"
2015-11-05,20485,2099,47,2.48,1187.32,"ad_group_19"
2015-11-06,19191,1968,52,2.41,878.33,"ad_group_19"
2015-11-07,19481,1737,42,2.22,890.67,"ad_group_19"
2015-11-08,19629,2055,56,2.47,722.69,"ad_group_19"
2015-11-09,19014,1861,51,2.34,783.25,"ad_group_19"
2015-11-10,19644,2164,53,2.65,781.95,"ad_group_19"
2015-11-11,20063,1987,48,2.33,958.47,"ad_group_19"
2015-11-12,19184,1781,54,2.29,148.26,"ad_group_19"
2015-11-13,19751,1737,41,2.18,819.16,"ad_group_19"
2015-11-14,20011,1343,44,1.71,561.07,"ad_group_19"
2015-11-15,19658,1541,50,1.92,725.57,"ad_group_19"
2015-11-16,19106,1785,45,2.18,503.36,"ad_group_19"
2015-11-17,20703,1614,55,1.94,1150.46,"ad_group_19"
2015-11-18,19099,1881,45,2.28,517.71,"ad_group_19"
2015-11-19,0,0,0,0,0,"ad_group_19"
2015-11-20,19779,1719,46,2.14,400.99,"ad_group_19"
2015-11-21,20670,1835,49,2.15,707.37,"ad_group_19"
2015-11-22,20971,1409,59,1.71,790.17,"ad_group_19"
2015-10-01,129414,7441,381,1.65,5335.52,"ad_group_20"
2015-10-02,0,0,0,0,0,"ad_group_20"
2015-10-03,120113,7264,349,1.81,6945.2,"ad_group_20"
2015-10-04,120582,7115,332,1.76,4657.63,"ad_group_20"
2015-10-05,125708,7336,383,1.79,3224.9,"ad_group_20"
2015-10-06,126146,9027,416,2.03,5712.37,"ad_group_20"
2015-10-07,125031,7254,338,1.74,4169.19,"ad_group_20"
2015-10-08,122554,7194,365,1.75,4118.09,"ad_group_20"
2015-10-09,119447,7822,366,2.02,7927.76,"ad_group_20"
2015-10-10,128366,7626,364,1.72,1237.28,"ad_group_20"
2015-10-11,132260,8249,425,1.89,5203.97,"ad_group_20"
2015-10-12,121332,7052,314,1.84,4951.11,"ad_group_20"
2015-10-13,126122,8042,357,1.8,5784.5,"ad_group_20"
2015-10-14,127862,7070,356,1.72,4362.59,"ad_group_20"
2015-10-15,125139,7583,337,1.81,4919.39,"ad_group_20"
2015-10-16,128147,7774,395,1.84,5773.84,"ad_group_20"
2015-10-17,124658,7986,317,1.9,1129.35,"ad_group_20"
2015-10-18,120789,7143,380,1.75,3175.14,"ad_group_20"
2015-10-19,118560,7171,360,1.81,4788.19,"ad_group_20"
2015-10-20,118878,7250,309,1.84,6989.37,"ad_group_20"
2015-10-21,116096,7895,372,2.05,6432.92,"ad_group_20"
2015-10-22,116975,6916,309,1.71,6154.19,"ad_group_20"
2015-10-23,126001,7412,339,1.69,5650.16,"ad_group_20"
2015-10-24,126009,8235,418,1.85,4879.95,"ad_group_20"
2015-10-25,122498,7699,333,1.89,4541.15,"ad_group_20"
2015-10-26,125415,7389,374,1.86,6011.74,"ad_group_20"
2015-10-27,124434,7524,392,1.82,7228.98,"ad_group_20"
2015-10-28,124149,7887,368,1.94,4125.85,"ad_group_20"
2015-10-29,123134,7306,313,1.85,5374.37,"ad_group_20"
2015-10-30,120116,7453,388,1.84,8164.77,"ad_group_20"
2015-10-31,119791,7927,345,1.85,3410.17,"ad_group_20"
2015-11-01,121553,7461,334,1.79,6266.07,"ad_group_20"
2015-11-02,122490,7784,363,1.92,7351.72,"ad_group_20"
2015-11-03,122695,6621,370,1.7,6574.48,"ad_group_20"
2015-11-04,120596,7262,322,1.83,5485.96,"ad_group_20"
2015-11-05,118590,7731,323,1.85,5310.11,"ad_group_20"
2015-11-06,120840,6516,301,1.7,3460,"ad_group_20"
2015-11-07,119449,6839,372,1.78,7595.2,"ad_group_20"
2015-11-08,121774,7004,363,1.82,7503.24,"ad_group_20"
2015-11-09,120435,7706,330,1.98,6966.2,"ad_group_20"
2015-11-10,126345,8847,319,1.97,5807.95,"ad_group_20"
2015-11-11,127047,7376,359,1.73,9661.49,"ad_group_20"
2015-11-12,128681,7620,406,1.72,7852.38,"ad_group_20"
2015-11-13,124976,7167,332,1.72,5094.54,"ad_group_20"
2015-11-14,121498,7657,329,1.95,6032.07,"ad_group_20"
2015-11-15,126065,8272,394,1.87,7450.41,"ad_group_20"
2015-11-16,121516,6647,327,1.67,6465.53,"ad_group_20"
2015-11-17,115560,6994,292,1.87,2736.07,"ad_group_20"
2015-11-19,124562,8740,296,2.05,6723.24,"ad_group_20"
2015-11-20,120991,6853,288,1.77,7444.87,"ad_group_20"
2015-11-21,121062,7831,303,1.83,1971.29,"ad_group_20"
2015-11-22,120779,7516,351,1.87,4796.2,"ad_group_20"
2015-10-01,24715,195,10,0.92,126.09,"ad_group_21"
2015-10-02,26183,0,0,0,0,"ad_group_21"
2015-10-03,27872,264,14,1.4,192,"ad_group_21"
2015-10-04,27479,245,13,1.21,262.71,"ad_group_21"
2015-10-05,28009,228,12,1.06,92.32,"ad_group_21"
2015-10-06,29657,332,12,1.16,240.47,"ad_group_21"
2015-10-07,28806,216,15,1.12,123.98,"ad_group_21"
2015-10-08,27141,261,12,1.06,267.35,"ad_group_21"
2015-10-09,27048,271,13,1.09,92.42,"ad_group_21"
2015-10-10,26064,258,12,1.04,157.3,"ad_group_21"
2015-10-11,26131,243,14,1.19,406.35,"ad_group_21"
2015-10-12,25640,249,12,1.15,181.29,"ad_group_21"
2015-10-13,25616,245,13,1.06,276.48,"ad_group_21"
2015-10-14,25594,249,12,1.25,211.48,"ad_group_21"
2015-10-15,26173,282,11,1.07,148.37,"ad_group_21"
2015-10-16,26910,228,11,1.2,124.84,"ad_group_21"
2015-10-17,28102,267,15,1.09,187.56,"ad_group_21"
2015-10-18,27078,260,15,1.08,292.43,"ad_group_21"
2015-10-19,28084,305,14,1.07,202.82,"ad_group_21"
2015-10-20,26069,261,13,1.04,205.56,"ad_group_21"
2015-10-21,27902,243,15,1.06,191.5,"ad_group_21"
2015-10-22,29016,245,13,1,195.24,"ad_group_21"
2015-10-23,30060,282,15,1.12,255.12,"ad_group_21"
2015-10-24,28258,294,15,1.23,93.89,"ad_group_21"
2015-10-25,27797,246,16,1.08,310.9,"ad_group_21"
2015-10-26,25591,187,11,1.04,151.29,"ad_group_21"
2015-10-27,26555,214,11,1.13,99.14,"ad_group_21"
2015-10-28,28766,281,14,1.19,265.6,"ad_group_21"
2015-10-29,27269,229,12,1.18,79.19,"ad_group_21"
2015-10-30,29668,264,13,1.1,60.83,"ad_group_21"
2015-10-31,28976,266,13,1.26,142.95,"ad_group_21"
2015-11-01,26760,270,13,1.08,243.53,"ad_group_21"
2015-11-02,27034,304,13,1.16,195.58,"ad_group_21"
2015-11-03,27229,243,13,1.06,135.87,"ad_group_21"
2015-11-04,26822,252,11,0.99,111.28,"ad_group_21"
2015-11-05,26314,0,0,0,0,"ad_group_21"
2015-11-06,26034,233,11,1.17,188.41,"ad_group_21"
2015-11-07,27696,234,12,0.98,218.69,"ad_group_21"
2015-11-08,29371,289,13,1.13,237.74,"ad_group_21"
2015-11-09,28778,284,15,1.17,113.15,"ad_group_21"
2015-11-10,28352,222,15,1.05,236.48,"ad_group_21"
2015-11-11,26930,215,11,1.05,105.06,"ad_group_21"
2015-11-12,27473,262,15,1.09,187.07,"ad_group_21"
2015-11-13,26972,312,14,1.36,258.21,"ad_group_21"
2015-11-14,27031,256,13,1.1,146.5,"ad_group_21"
2015-11-15,26664,299,13,1.05,234.92,"ad_group_21"
2015-11-16,26240,215,12,1.04,71.74,"ad_group_21"
2015-11-17,28825,282,14,1.15,193.64,"ad_group_21"
2015-11-18,28754,265,13,1.04,121.06,"ad_group_21"
2015-11-19,29303,291,13,1.08,236.02,"ad_group_21"
2015-11-20,26461,237,15,0.96,156.4,"ad_group_21"
2015-11-21,28180,303,14,0.98,230.27,"ad_group_21"
2015-11-22,28481,226,15,1.13,192,"ad_group_21"
2015-10-01,20124,683,41,0.75,568.98,"ad_group_22"
2015-10-02,21591,888,40,0.89,947.35,"ad_group_22"
2015-10-03,21775,826,35,0.82,430.13,"ad_group_22"
2015-10-04,20266,815,42,0.87,466.43,"ad_group_22"
2015-10-05,20919,736,39,0.77,677.45,"ad_group_22"
2015-10-06,22146,745,36,0.74,506.25,"ad_group_22"
2015-10-07,20284,776,36,0.83,105.32,"ad_group_22"
2015-10-08,22325,860,36,0.84,708.15,"ad_group_22"
2015-10-09,23432,927,33,0.85,611.34,"ad_group_22"
2015-10-10,23415,948,39,0.9,619.56,"ad_group_22"
2015-10-11,22580,896,38,0.86,701.4,"ad_group_22"
2015-10-12,23303,778,40,0.73,500.56,"ad_group_22"
2015-10-13,23155,809,36,0.76,593.92,"ad_group_22"
2015-10-14,22864,847,41,0.8,643.83,"ad_group_22"
2015-10-15,24211,726,38,0.67,581.11,"ad_group_22"
2015-10-16,25531,926,47,0.79,489.34,"ad_group_22"
2015-10-17,24655,819,36,0.73,206.54,"ad_group_22"
2015-10-18,23690,952,41,0.89,601.9,"ad_group_22"
2015-10-19,25083,936,41,0.8,839.27,"ad_group_22"
2015-10-20,23779,863,45,0.79,1217.48,"ad_group_22"
2015-10-21,24145,896,37,0.8,405.1,"ad_group_22"
2015-10-22,25653,1023,40,0.87,223.77,"ad_group_22"
2015-10-23,25245,886,35,0.78,513.18,"ad_group_22"
2015-10-24,24168,940,43,0.84,654.71,"ad_group_22"
2015-10-25,25131,975,42,0.85,631.65,"ad_group_22"
2015-10-26,25118,844,44,0.73,878.82,"ad_group_22"
2015-10-27,26549,882,49,0.73,1270.27,"ad_group_22"
2015-10-28,24124,879,46,0.8,598.11,"ad_group_22"
2015-10-29,26678,1038,49,0.85,240.53,"ad_group_22"
2015-10-30,24387,1035,45,0.92,602.83,"ad_group_22"
2015-10-31,23836,751,44,0.69,511.3,"ad_group_22"
2015-11-01,25411,906,48,0.78,957.41,"ad_group_22"
2015-11-02,23924,986,39,0.89,690.54,"ad_group_22"
2015-11-03,26550,1038,53,0.84,1331.87,"ad_group_22"
2015-11-04,26214,864,40,0.73,540.41,"ad_group_22"
2015-11-05,25612,884,49,0.75,778.59,"ad_group_22"
2015-11-06,24742,749,37,0.67,645.18,"ad_group_22"
2015-11-07,24308,1032,38,0.91,455.27,"ad_group_22"
2015-11-08,24799,912,48,0.8,548.97,"ad_group_22"
2015-11-09,24118,782,34,0.71,495.93,"ad_group_22"
2015-11-10,26499,976,42,0.8,326.57,"ad_group_22"
2015-11-11,26168,999,47,0.83,706.44,"ad_group_22"
2015-11-12,26310,879,50,0.73,956.85,"ad_group_22"
2015-11-13,27352,1056,46,0.84,1170.18,"ad_group_22"
2015-11-14,24508,970,40,0.86,983.69,"ad_group_22"
2015-11-15,24652,842,33,0.76,444.36,"ad_group_22"
2015-11-16,24550,1027,38,0.89,456.35,"ad_group_22"
2015-11-17,25788,1010,44,0.85,842.47,"ad_group_22"
2015-11-18,26091,993,50,0.82,200.73,"ad_group_22"
2015-11-19,24904,983,45,0.86,704.69,"ad_group_22"
2015-11-20,25846,1013,31,0.84,518.97,"ad_group_22"
2015-11-21,25610,700,43,0.61,543.52,"ad_group_22"
2015-11-22,25536,958,41,0.82,408.81,"ad_group_22"
2015-10-01,41098,2306,95,1.3,1315.01,"ad_group_23"
2015-10-02,42523,2126,94,1.16,540.23,"ad_group_23"
2015-10-03,44127,2309,86,1.22,1039.23,"ad_group_23"
2015-10-04,44323,2293,81,1.21,1754.15,"ad_group_23"
2015-10-05,44807,2406,91,1.24,366.68,"ad_group_23"
2015-10-06,41234,2051,70,1.2,1472.19,"ad_group_23"
2015-10-07,43490,1548,76,0.89,766.69,"ad_group_23"
2015-10-08,45209,1761,101,0.96,1380.23,"ad_group_23"
2015-10-09,50243,2734,93,1.27,1613.36,"ad_group_23"
2015-10-10,45138,1886,117,1.01,952.54,"ad_group_23"
2015-10-11,46232,1975,87,1.02,1064.13,"ad_group_23"
2015-10-12,47050,1784,94,0.93,1359.87,"ad_group_23"
2015-10-13,47644,2469,100,1.2,1699.14,"ad_group_23"
2015-10-14,44049,0,0,0,0,"ad_group_23"
2015-10-15,44717,1927,94,1.06,1490.35,"ad_group_23"
2015-10-16,48262,2227,114,1.08,1982.53,"ad_group_23"
2015-10-17,45936,2424,98,1.25,889.07,"ad_group_23"
2015-10-18,47876,2278,93,1.13,1813.48,"ad_group_23"
2015-10-19,47713,1796,102,0.97,1722.89,"ad_group_23"
2015-10-20,49303,1844,98,0.93,1520.76,"ad_group_23"
2015-10-21,46949,2435,92,1.23,1663.25,"ad_group_23"
2015-10-22,47405,2492,76,1.24,776.91,"ad_group_23"
2015-10-23,48141,1929,99,0.98,1615.91,"ad_group_23"
2015-10-24,46089,2375,108,1.19,818.03,"ad_group_23"
2015-10-25,50459,1904,97,0.89,-200.15,"ad_group_23"
2015-10-26,49865,2603,97,1.23,1496.76,"ad_group_23"
2015-10-27,48193,1950,90,0.97,1072.6,"ad_group_23"
2015-10-28,48332,1769,96,0.9,1398.12,"ad_group_23"
2015-10-29,49862,2625,110,1.23,675.82,"ad_group_23"
2015-10-30,49485,2627,106,1.25,1976.8,"ad_group_23"
2015-10-31,45110,2148,73,1.17,1012.57,"ad_group_23"
2015-11-01,48872,2507,97,1.2,1764.79,"ad_group_23"
2015-11-02,46264,2683,89,1.34,416.65,"ad_group_23"
2015-11-03,48710,2623,114,1.24,1285.28,"ad_group_23"
2015-11-04,50023,2525,106,1.18,1806.46,"ad_group_23"
2015-11-05,50989,2761,115,1.23,2261.71,"ad_group_23"
2015-11-06,51538,2475,107,1.09,1906.49,"ad_group_23"
2015-11-07,48246,2182,95,1.1,1880.06,"ad_group_23"
2015-11-08,49070,2307,100,1.12,985.33,"ad_group_23"
2015-11-09,48662,2484,87,1.19,1611.04,"ad_group_23"
2015-11-10,49473,1849,118,0.93,2137.17,"ad_group_23"
2015-11-11,50955,2040,101,1.01,1809.34,"ad_group_23"
2015-11-12,53714,2013,105,0.95,2070.81,"ad_group_23"
2015-11-13,51277,2217,115,1.05,2319.58,"ad_group_23"
2015-11-14,49652,2398,80,1.11,994.09,"ad_group_23"
2015-11-15,49039,2219,105,1.09,1641.06,"ad_group_23"
2015-11-16,49089,2254,103,1.08,2470.86,"ad_group_23"
2015-11-17,47916,2460,98,1.2,1578.04,"ad_group_23"
2015-11-18,46387,1689,92,0.9,1203.01,"ad_group_23"
2015-11-19,0,0,0,0,0,"ad_group_23"
2015-11-20,49560,2296,100,1.12,1702.95,"ad_group_23"
2015-11-21,49861,2357,97,1.13,1444.16,"ad_group_23"
2015-11-22,46368,2582,98,1.29,1100.68,"ad_group_23"
2015-10-01,30984,325,3,4.19,61.55,"ad_group_24"
2015-10-02,33878,329,3,2.99,43.88,"ad_group_24"
2015-10-04,32998,296,3,3.1,27.58,"ad_group_24"
2015-10-05,32116,292,3,2.79,72.21,"ad_group_24"
2015-10-06,32915,369,3,3.07,66.41,"ad_group_24"
2015-10-07,31613,332,3,3.4,57.46,"ad_group_24"
2015-10-08,33531,332,3,3.34,52.25,"ad_group_24"
2015-10-09,36209,359,3,3.76,63.61,"ad_group_24"
2015-10-10,33312,301,3,3.38,33.91,"ad_group_24"
2015-10-11,34654,313,3,3.07,44.94,"ad_group_24"
2015-10-12,34237,409,3,3.6,56.07,"ad_group_24"
2015-10-13,36608,321,4,3.06,71.53,"ad_group_24"
2015-10-14,37376,352,4,3.21,65.69,"ad_group_24"
2015-10-15,37477,348,4,2.92,73.67,"ad_group_24"
2015-10-16,37140,365,4,3.13,61.92,"ad_group_24"
2015-10-17,35638,345,3,3.01,56.88,"ad_group_24"
2015-10-18,36849,418,4,3.16,74.12,"ad_group_24"
2015-10-19,35415,360,3,3.52,53.2,"ad_group_24"
2015-10-20,36051,403,4,3.03,54.91,"ad_group_24"
2015-10-21,35652,344,4,3.55,46.79,"ad_group_24"
2015-10-22,35823,354,3,2.75,54.24,"ad_group_24"
2015-10-23,37197,362,4,3.06,10.08,"ad_group_24"
2015-10-24,34674,333,4,3.2,67.36,"ad_group_24"
2015-10-25,36386,323,4,3.14,30.26,"ad_group_24"
2015-10-26,36840,309,4,3.18,42.51,"ad_group_24"
2015-10-27,35130,400,3,3.58,67.43,"ad_group_24"
2015-10-28,35951,338,3,2.78,48.57,"ad_group_24"
2015-10-29,39073,420,5,3.23,97.56,"ad_group_24"
2015-10-30,39030,395,4,3.58,98.97,"ad_group_24"
2015-10-31,35341,376,3,3.66,39.97,"ad_group_24"
2015-11-01,36284,260,3,3.21,48.48,"ad_group_24"
2015-11-02,36140,356,3,3.58,36.77,"ad_group_24"
2015-11-03,35861,328,4,3.08,85.3,"ad_group_24"
2015-11-04,36925,334,3,3.07,32.41,"ad_group_24"
2015-11-05,38135,352,3,3.35,41.45,"ad_group_24"
2015-11-06,39441,390,3,3.48,30.85,"ad_group_24"
2015-11-07,34998,368,3,3.3,20.38,"ad_group_24"
2015-11-08,36279,364,4,3.39,28.01,"ad_group_24"
2015-11-09,38116,356,4,2.82,62.52,"ad_group_24"
2015-11-10,33432,298,4,2.77,76.15,"ad_group_24"
2015-11-11,36736,406,3,3.24,77.24,"ad_group_24"
2015-11-12,39666,354,4,3.05,2.32,"ad_group_24"
2015-11-13,38930,346,4,3.47,89.24,"ad_group_24"
2015-11-14,37764,310,4,2.6,36,"ad_group_24"
2015-11-15,34653,389,3,3.31,33.92,"ad_group_24"
2015-11-16,38059,371,4,3.1,67.94,"ad_group_24"
2015-11-17,35774,304,4,2.47,42.08,"ad_group_24"
2015-11-18,37045,374,4,3.25,74.36,"ad_group_24"
2015-11-19,36571,388,3,3.04,43.86,"ad_group_24"
2015-11-20,37554,395,4,2.83,62.4,"ad_group_24"
2015-11-21,37538,377,3,3.14,46.14,"ad_group_24"
2015-11-22,37743,408,3,2.56,43.64,"ad_group_24"
2015-10-01,146682,618,0,0.72,0,"ad_group_25"
2015-10-02,156339,561,0,0.75,0,"ad_group_25"
2015-10-03,156627,609,0,0.87,0,"ad_group_25"
2015-10-04,152905,517,0,0.6,0,"ad_group_25"
2015-10-05,164813,491,0,0.64,0,"ad_group_25"
2015-10-06,157893,506,0,0.74,0,"ad_group_25"
2015-10-07,0,0,0,0,0,"ad_group_25"
2015-10-08,162799,670,0,0.68,0,"ad_group_25"
2015-10-09,171509,649,0,0.69,0,"ad_group_25"
2015-10-10,167715,491,0,0.65,0,"ad_group_25"
2015-10-11,165543,671,0,0.78,0,"ad_group_25"
2015-10-12,167097,780,0,0.75,0,"ad_group_25"
2015-10-13,173639,571,0,0.62,0,"ad_group_25"
2015-10-14,171859,687,0,0.73,0,"ad_group_25"
2015-10-15,177011,653,0,0.68,0,"ad_group_25"
2015-10-16,178866,718,0,0.65,0,"ad_group_25"
2015-10-17,173512,597,0,0.65,0,"ad_group_25"
2015-10-18,168339,624,0,0.66,0,"ad_group_25"
2015-10-19,177229,708,0,0.81,0,"ad_group_25"
2015-10-20,182496,474,0,0.65,0,"ad_group_25"
2015-10-21,170360,608,0,0.73,0,"ad_group_25"
2015-10-22,179970,674,0,0.74,0,"ad_group_25"
2015-10-23,187844,501,0,0.64,0,"ad_group_25"
2015-10-24,180466,609,0,0.8,0,"ad_group_25"
2015-10-25,171936,542,0,0.75,0,"ad_group_25"
2015-10-26,182442,446,0,0.77,0,"ad_group_25"
2015-10-27,186548,805,0,0.78,0,"ad_group_25"
2015-10-28,177060,385,0,0.73,0,"ad_group_25"
2015-10-29,185314,731,0,0.78,0,"ad_group_25"
2015-10-30,182570,692,0,0.85,0,"ad_group_25"
2015-10-31,179494,660,0,0.82,0,"ad_group_25"
2015-11-01,187845,625,0,0.65,0,"ad_group_25"
2015-11-02,183515,568,0,0.81,0,"ad_group_25"
2015-11-03,171802,657,0,0.82,0,"ad_group_25"
2015-11-04,167853,642,0,0.76,0,"ad_group_25"
2015-11-05,179817,580,0,0.65,0,"ad_group_25"
2015-11-06,174480,617,0,0.74,0,"ad_group_25"
2015-11-07,178042,550,0,0.76,0,"ad_group_25"
2015-11-08,184168,693,0,0.66,0,"ad_group_25"
2015-11-09,169287,680,0,0.65,0,"ad_group_25"
2015-11-10,175846,701,0,0.71,0,"ad_group_25"
2015-11-11,173187,620,0,0.68,0,"ad_group_25"
2015-11-12,183985,742,0,0.79,0,"ad_group_25"
2015-11-13,168913,744,0,0.64,0,"ad_group_25"
2015-11-14,175281,683,0,0.71,0,"ad_group_25"
