"employee_id","company_id","dept","seniority","salary","join_date","quit_date"
777328,5,"engineer",11,148000,"2013-02-25",NA
362399,2,"customer_service",25,120000,"2011-11-28","2012-12-07"
178259,3,"customer_service",13,61000,"2012-01-09","2014-02-07"
180919,1,"engineer",3,79000,"2012-06-18","2015-02-06"
712265,1,"data_science",21,235000,"2012-08-20","2014-10-24"
226949,10,"data_science",16,232000,"2014-11-10",NA
177058,8,"marketing",28,164000,"2012-11-12","2015-02-27"
506817,3,"data_science",17,230000,"2013-12-02","2014-10-31"
174113,4,"sales",1,40000,"2012-06-18",NA
604487,1,"design",2,47000,"2015-04-28",NA
119994,9,"marketing",6,114000,"2011-05-23","2012-03-09"
469473,2,"engineer",9,192000,"2015-03-09",NA
927475,10,"customer_service",14,65000,"2013-11-11",NA
310850,5,"marketing",21,156000,"2015-01-20",NA
462233,1,"design",25,218000,"2011-09-06","2012-11-09"
86926,1,"design",22,212000,"2011-06-06","2015-06-05"
37605,1,"customer_service",11,82000,"2015-11-25",NA
845888,9,"customer_service",6,58000,"2015-07-30",NA
827119,7,"data_science",13,141000,"2012-10-15","2014-10-24"
400217,1,"customer_service",22,122000,"2013-05-13","2014-08-15"
266238,1,"engineer",5,174000,"2012-07-02","2014-11-07"
563291,2,"data_science",7,199000,"2014-10-20",NA
441760,4,"customer_service",18,105000,"2013-04-22",NA
796705,6,"engineer",15,272000,"2014-06-09",NA
790183,3,"marketing",6,112000,"2011-12-05","2012-11-30"
532260,6,"customer_service",9,59000,"2013-07-17","2014-10-03"
348162,10,"customer_service",20,91000,"2014-12-29",NA
708714,2,"customer_service",15,116000,"2013-03-19",NA
156131,1,"customer_service",4,28000,"2014-12-29",NA
6372,1,"marketing",4,45000,"2013-10-01",NA
472733,2,"engineer",13,192000,"2012-03-27","2015-05-01"
595247,7,"customer_service",6,62000,"2011-08-22","2013-08-23"
428622,4,"customer_service",15,96000,"2012-01-23",NA
395597,1,"customer_service",10,89000,"2012-07-02","2013-01-23"
119131,2,"customer_service",15,130000,"2014-05-12","2015-03-27"
706800,2,"data_science",26,307000,"2015-11-23",NA
123471,1,"data_science",15,257000,"2012-09-10","2014-08-22"
303520,2,"sales",25,203000,"2013-03-18","2014-01-03"
659641,3,"customer_service",25,95000,"2014-09-15",NA
835542,1,"marketing",19,210000,"2015-11-09",NA
414679,10,"data_science",8,133000,"2012-05-07","2015-10-30"
994305,1,"customer_service",1,25000,"2011-01-31","2012-01-20"
238648,6,"engineer",6,189000,"2012-09-10","2013-08-30"
817670,2,"customer_service",29,87000,"2011-05-23","2013-05-03"
1146,3,"customer_service",1,21000,"2015-07-20",NA
808516,12,"customer_service",3,18000,"2012-11-12","2013-10-25"
708072,2,"marketing",13,158000,"2014-06-23","2015-09-25"
97505,2,"customer_service",18,123000,"2014-01-06","2014-12-05"
307697,10,"sales",27,148000,"2011-09-26","2013-11-15"
441890,2,"customer_service",7,72000,"2013-12-17",NA
703102,2,"customer_service",2,31000,"2012-10-04",NA
428193,3,"customer_service",5,65000,"2012-12-10",NA
76778,8,"marketing",12,105000,"2014-01-13",NA
590084,1,"customer_service",14,84000,"2015-07-06",NA
44456,1,"customer_service",11,75000,"2013-12-05","2014-08-22"
296200,1,"customer_service",26,135000,"2014-02-03",NA
227971,1,"customer_service",14,77000,"2014-09-02",NA
169454,2,"engineer",16,244000,"2013-04-30",NA
535037,1,"customer_service",11,83000,"2013-12-09",NA
864044,1,"sales",5,114000,"2013-08-19",NA
363327,5,"engineer",17,184000,"2011-04-25","2013-03-01"
30656,4,"data_science",22,238000,"2011-11-22","2012-12-21"
599669,7,"marketing",20,149000,"2014-05-19",NA
245799,5,"customer_service",20,1e+05,"2014-03-03","2015-01-30"
922239,4,"design",7,112000,"2012-10-22","2013-11-01"
862554,2,"customer_service",25,123000,"2012-02-06","2014-09-26"
794695,8,"sales",7,107000,"2014-10-13","2015-10-02"
2580,6,"customer_service",25,91000,"2012-07-09",NA
297514,2,"data_science",8,180000,"2014-10-20",NA
651761,1,"engineer",6,179000,"2015-11-30",NA
101319,10,"data_science",3,56000,"2015-08-03",NA
755523,5,"customer_service",7,57000,"2014-09-15",NA
766878,1,"sales",11,128000,"2011-11-14","2013-01-11"
520851,1,"customer_service",28,119000,"2011-10-24","2012-11-09"
398387,2,"data_science",8,224000,"2012-10-15",NA
634090,1,"marketing",18,191000,"2015-03-02",NA
437652,3,"marketing",11,102000,"2013-02-04",NA
492198,2,"design",21,193000,"2013-06-24",NA
82491,1,"customer_service",3,31000,"2013-04-08",NA
149681,3,"customer_service",18,91000,"2012-04-30","2014-05-16"
681049,3,"customer_service",10,56000,"2015-08-10",NA
114236,7,"engineer",18,271000,"2013-06-10",NA
320825,2,"customer_service",24,154000,"2015-08-03",NA
943189,2,"data_science",27,295000,"2013-12-11","2015-01-02"
720188,2,"data_science",25,299000,"2014-03-31",NA
986806,8,"engineer",3,58000,"2015-07-28",NA
988310,1,"customer_service",11,69000,"2013-05-20","2014-05-22"
684022,1,"customer_service",17,112000,"2013-08-05",NA
22845,2,"engineer",3,72000,"2015-12-07",NA
513845,3,"customer_service",16,92000,"2013-08-05",NA
493697,7,"customer_service",28,93000,"2013-01-14","2015-10-02"
3211,6,"data_science",16,237000,"2015-08-24",NA
233126,7,"customer_service",13,66000,"2015-02-10",NA
490541,4,"customer_service",17,110000,"2012-07-23","2013-08-09"
376638,2,"customer_service",11,80000,"2012-04-16","2013-04-19"
213210,1,"engineer",6,207000,"2013-09-16",NA
209724,7,"customer_service",14,50000,"2014-09-08","2015-08-07"
853319,9,"sales",9,96000,"2014-08-18",NA
403434,1,"customer_service",16,108000,"2014-12-22",NA
410637,10,"data_science",24,223000,"2012-03-05",NA
640195,1,"engineer",23,293000,"2011-02-16","2012-04-09"
810593,1,"data_science",17,328000,"2015-05-11",NA
404944,4,"sales",17,161000,"2011-05-02","2013-04-19"
990660,10,"engineer",11,178000,"2011-02-02","2013-11-01"
824061,7,"design",16,146000,"2012-03-12","2013-02-22"
62541,3,"customer_service",20,96000,"2011-11-21","2013-02-08"
325152,3,"engineer",13,143000,"2011-02-01","2012-02-24"
840754,2,"customer_service",24,108000,"2011-04-25","2013-06-14"
753476,3,"engineer",15,229000,"2014-12-01",NA
20112,1,"sales",22,217000,"2011-08-01","2015-09-25"
442285,2,"sales",23,2e+05,"2013-09-09",NA
23593,2,"engineer",6,179000,"2013-09-17","2015-10-16"
970815,4,"customer_service",11,56000,"2014-07-28","2015-09-04"
351445,1,"customer_service",15,1e+05,"2011-04-11","2012-10-19"
745456,1,"data_science",19,301000,"2012-06-04",NA
289,2,"customer_service",11,60000,"2012-01-30","2015-05-15"
818739,6,"sales",3,41000,"2011-07-18","2012-01-30"
817673,1,"marketing",21,205000,"2014-11-25","2015-11-20"
486435,1,"customer_service",9,78000,"2012-01-17","2012-12-21"
855860,1,"engineer",4,77000,"2011-05-02","2013-02-01"
818160,1,"customer_service",19,131000,"2013-07-22",NA
485557,5,"customer_service",6,65000,"2013-10-28","2014-10-17"
637728,2,"customer_service",11,68000,"2013-04-15","2014-03-07"
778067,6,"engineer",6,159000,"2014-04-17",NA
407227,3,"customer_service",3,23000,"2014-08-04",NA
360664,5,"marketing",15,161000,"2012-03-12","2014-09-12"
79945,2,"marketing",29,220000,"2015-05-26",NA
908959,5,"customer_service",4,22000,"2015-02-23",NA
660501,5,"engineer",27,241000,"2011-12-27","2013-10-25"
512216,1,"data_science",9,171000,"2011-08-29","2014-08-01"
728050,7,"customer_service",19,102000,"2013-09-17",NA
702209,9,"sales",24,156000,"2011-03-21","2013-03-22"
97919,7,"customer_service",5,50000,"2015-03-02",NA
609700,5,"customer_service",19,82000,"2014-03-24",NA
983989,2,"data_science",9,204000,"2013-03-27","2014-01-17"
761152,3,"engineer",13,145000,"2011-02-07","2013-01-25"
83851,4,"customer_service",16,1e+05,"2013-12-09",NA
750446,8,"sales",10,121000,"2014-01-27",NA
770276,1,"marketing",22,208000,"2011-11-28","2013-11-29"
569802,2,"engineer",8,211000,"2013-10-28",NA
473804,8,"engineer",21,269000,"2012-12-10","2013-10-11"
881366,5,"customer_service",25,92000,"2012-09-25","2013-09-27"
676652,8,"marketing",2,37000,"2011-04-04","2013-06-14"
416887,1,"data_science",6,169000,"2012-01-30","2014-06-20"
213173,1,"customer_service",14,80000,"2011-07-11","2013-08-16"
235256,1,"design",4,49000,"2011-11-01","2015-01-30"
517849,1,"customer_service",9,76000,"2015-10-19",NA
291133,4,"engineer",13,159000,"2012-01-09","2014-01-10"
310240,2,"customer_service",8,69000,"2011-02-15","2012-04-20"
537703,7,"customer_service",13,61000,"2012-02-21","2014-02-14"
320834,1,"marketing",29,199000,"2012-04-02","2015-05-08"
800739,2,"customer_service",8,83000,"2013-10-28","2014-10-17"
766781,1,"design",15,188000,"2014-04-28","2015-04-24"
582142,5,"engineer",27,183000,"2015-03-02",NA
347053,1,"engineer",18,345000,"2012-08-13","2013-11-29"
202245,2,"sales",11,122000,"2012-08-20","2015-01-23"
658103,8,"customer_service",9,66000,"2015-01-26",NA
441323,12,"customer_service",2,19000,"2015-07-27",NA
124853,6,"marketing",12,102000,"2013-05-13",NA
595896,2,"marketing",1,53000,"2011-06-06","2015-01-09"
372844,6,"customer_service",23,84000,"2013-04-22","2014-05-27"
391974,10,"design",14,69000,"2012-12-31",NA
972329,6,"customer_service",18,94000,"2013-06-24","2015-07-24"
799022,9,"engineer",6,149000,"2011-09-12","2012-11-16"
31058,2,"data_science",10,195000,"2015-01-20",NA
546069,1,"sales",1,38000,"2013-07-22","2014-08-22"
633610,2,"customer_service",20,119000,"2013-12-30","2015-02-13"
956082,2,"design",4,50000,"2014-09-08",NA
8962,3,"marketing",27,138000,"2011-10-24","2012-11-09"
756258,1,"customer_service",13,82000,"2011-02-09","2012-02-03"
44823,4,"customer_service",1,19000,"2013-08-12","2014-06-20"
850397,5,"sales",11,103000,"2012-12-26","2014-07-18"
996558,3,"customer_service",22,111000,"2013-03-14","2014-03-28"
514049,8,"data_science",2,65000,"2012-04-23",NA
610319,1,"engineer",26,315000,"2015-02-09",NA
142115,4,"design",16,176000,"2013-10-07","2014-07-18"
73423,2,"engineer",12,191000,"2011-06-13","2014-07-07"
846559,4,"engineer",15,197000,"2011-09-06","2012-08-31"
292692,1,"sales",21,184000,"2012-05-07",NA
154297,1,"data_science",27,293000,"2014-11-04",NA
659579,1,"customer_service",12,66000,"2014-01-27",NA
594163,1,"customer_service",2,27000,"2011-08-29","2015-09-04"
993490,1,"data_science",13,182000,"2015-11-24",NA
357676,10,"data_science",3,67000,"2013-09-17","2015-10-16"
182232,6,"customer_service",26,105000,"2015-10-05",NA
17831,1,"marketing",28,193000,"2012-08-13","2015-07-17"
140652,7,"design",10,111000,"2013-08-01","2014-07-07"
68895,1,"engineer",19,256000,"2012-04-02","2013-06-14"
837500,1,"design",5,118000,"2013-01-22",NA
222808,1,"engineer",8,174000,"2015-08-03",NA
660040,1,"data_science",16,301000,"2013-09-16",NA
364176,1,"engineer",14,194000,"2012-10-10","2013-09-13"
294853,7,"customer_service",29,85000,"2014-08-11",NA
685115,2,"customer_service",1,27000,"2014-10-27","2015-11-27"
495313,1,"customer_service",2,33000,"2012-07-09",NA
525790,4,"customer_service",29,82000,"2012-07-11",NA
55165,1,"marketing",15,218000,"2015-11-30",NA
547021,3,"marketing",25,159000,"2013-10-07",NA
14751,7,"design",18,162000,"2012-04-30","2014-02-14"
265803,4,"customer_service",8,69000,"2014-07-16",NA
388975,1,"marketing",4,52000,"2015-03-25",NA
619223,4,"marketing",20,171000,"2011-10-10","2012-11-16"
467934,8,"data_science",6,153000,"2013-12-09","2015-07-24"
415172,5,"engineer",9,145000,"2012-01-23","2013-03-15"
490413,1,"customer_service",12,84000,"2015-04-20",NA
825893,2,"customer_service",28,110000,"2015-01-05",NA
960867,8,"engineer",2,55000,"2014-06-23",NA
154846,2,"customer_service",7,91000,"2013-09-16","2014-08-29"
995582,3,"marketing",23,192000,"2014-08-20","2015-10-09"
389852,1,"sales",15,196000,"2013-07-30","2014-08-29"
46471,4,"sales",27,152000,"2011-03-07","2013-06-14"
960646,2,"sales",19,208000,"2014-05-05",NA
893001,3,"customer_service",6,66000,"2014-06-23",NA
198391,2,"data_science",2,73000,"2015-10-05",NA
468645,9,"engineer",19,231000,"2013-07-22","2015-09-18"
736097,6,"engineer",24,221000,"2013-02-19","2013-12-06"
15355,1,"customer_service",10,75000,"2015-10-26",NA
927312,6,"customer_service",1,24000,"2015-07-06",NA
662144,1,"data_science",29,365000,"2013-10-21",NA
606141,1,"marketing",6,112000,"2014-08-18",NA
879081,1,"customer_service",17,117000,"2011-02-28","2013-03-01"
545487,1,"customer_service",13,80000,"2014-01-13",NA
256242,1,"engineer",23,313000,"2013-11-04",NA
930870,10,"engineer",2,72000,"2012-07-23","2013-07-05"
260251,10,"sales",6,119000,"2011-12-27","2014-09-26"
451272,6,"customer_service",11,59000,"2014-11-17",NA
215455,6,"sales",21,143000,"2013-03-18",NA
520058,5,"data_science",6,176000,"2011-03-21","2012-02-17"
125788,5,"data_science",12,174000,"2011-04-27","2012-05-18"
785205,1,"customer_service",25,140000,"2014-07-30",NA
315625,1,"customer_service",11,76000,"2013-02-04","2014-01-03"
644096,2,"customer_service",2,25000,"2012-03-26","2013-03-22"
308238,1,"design",3,47000,"2012-06-04",NA
925119,1,"marketing",19,181000,"2014-03-03",NA
673499,2,"engineer",7,194000,"2012-02-13","2013-01-11"
259280,2,"engineer",8,196000,"2015-04-27",NA
292023,5,"customer_service",24,94000,"2012-05-21","2014-05-02"
242374,1,"customer_service",12,81000,"2011-08-11","2012-08-17"
844611,2,"marketing",25,208000,"2015-11-09",NA
798128,5,"engineer",2,51000,"2012-10-29","2013-10-11"
366927,3,"customer_service",15,108000,"2015-05-11",NA
842304,3,"customer_service",13,67000,"2013-12-16","2014-11-14"
324769,6,"design",24,186000,"2012-01-17","2015-10-14"
74542,10,"customer_service",13,57000,"2013-05-20","2015-07-14"
91171,8,"customer_service",14,69000,"2014-01-14","2015-01-30"
10456,1,"data_science",19,287000,"2012-03-12",NA
525146,4,"sales",17,183000,"2014-07-14",NA
451544,4,"customer_service",14,73000,"2014-03-31",NA
291569,1,"sales",13,127000,"2015-09-08",NA
422911,4,"data_science",6,149000,"2011-09-26","2012-10-12"
369553,3,"customer_service",16,110000,"2015-04-20",NA
818506,2,"customer_service",14,70000,"2012-09-24","2013-11-22"
203289,5,"customer_service",11,63000,"2015-01-26",NA
422980,7,"sales",1,36000,"2015-12-02",NA
545651,1,"customer_service",5,76000,"2011-04-25","2012-03-16"
900712,1,"engineer",10,230000,"2015-03-16",NA
986007,1,"sales",2,54000,"2014-02-03",NA
846885,4,"customer_service",3,22000,"2012-06-11","2015-04-24"
364694,2,"design",5,136000,"2013-05-06",NA
434934,1,"data_science",10,181000,"2015-02-23",NA
14268,6,"engineer",5,161000,"2014-11-24",NA
593329,1,"data_science",8,178000,"2014-09-02","2015-08-28"
130178,6,"customer_service",15,101000,"2014-10-13",NA
488949,1,"sales",14,124000,"2012-05-07","2014-06-06"
101494,5,"engineer",11,159000,"2011-12-21","2013-01-25"
399772,1,"data_science",16,316000,"2013-05-31",NA
549878,2,"customer_service",16,125000,"2014-01-24","2014-12-19"
911408,1,"customer_service",16,102000,"2012-01-09","2013-02-15"
765161,10,"data_science",12,168000,"2012-08-06","2013-01-14"
762629,7,"customer_service",27,93000,"2011-01-31","2012-10-05"
103187,3,"design",27,151000,"2015-07-06",NA
450498,7,"design",24,143000,"2013-12-09",NA
605307,5,"engineer",24,238000,"2011-08-17",NA
392994,2,"customer_service",21,128000,"2014-11-12","2015-10-09"
198418,9,"sales",2,36000,"2014-12-15",NA
80190,5,"sales",11,116000,"2012-09-04","2014-07-18"
816490,2,"data_science",24,311000,"2011-11-21","2014-01-31"
303420,4,"customer_service",2,23000,"2013-11-18","2014-11-21"
433938,5,"engineer",6,150000,"2015-04-13",NA
613655,1,"marketing",4,51000,"2013-02-04","2014-05-16"
330031,1,"customer_service",17,126000,"2011-10-18","2013-12-13"
942580,7,"engineer",2,59000,"2013-03-25",NA
979411,4,"sales",22,149000,"2011-06-28","2012-07-13"
835004,8,"customer_service",17,95000,"2014-05-27",NA
771583,8,"customer_service",12,62000,"2014-07-07",NA
116977,8,"marketing",3,36000,"2013-05-28","2014-06-13"
845600,5,"design",5,128000,"2013-06-17","2014-05-16"
959325,8,"customer_service",20,108000,"2015-03-09",NA
628194,4,"data_science",10,115000,"2012-11-12","2013-11-22"
257529,1,"sales",23,192000,"2012-09-17",NA
12312,2,"marketing",17,180000,"2012-01-23","2015-01-23"
685662,6,"engineer",12,164000,"2011-02-01","2015-02-27"
5623,6,"marketing",1,40000,"2015-08-31",NA
229367,2,"sales",29,180000,"2014-07-28",NA
971891,4,"design",17,155000,"2012-11-05","2015-01-30"
490949,3,"customer_service",24,82000,"2014-10-06",NA
104578,1,"customer_service",21,112000,"2011-10-18","2012-09-28"
143874,2,"marketing",4,53000,"2015-03-16",NA
633067,1,"marketing",5,110000,"2014-06-16",NA
56515,1,"engineer",9,221000,"2014-12-15",NA
112787,4,"customer_service",15,95000,"2014-06-02",NA
910947,1,"engineer",16,292000,"2013-09-03",NA
530023,1,"customer_service",7,70000,"2012-02-06",NA
379473,5,"marketing",10,108000,"2015-09-16",NA
333582,3,"engineer",19,247000,"2013-07-08","2015-08-21"
425633,5,"customer_service",5,56000,"2013-05-20","2015-05-15"
624133,8,"customer_service",17,91000,"2012-10-10",NA
586392,9,"engineer",19,239000,"2011-10-03","2014-06-20"
655991,1,"engineer",14,181000,"2015-09-21",NA
988191,7,"sales",21,201000,"2012-01-30","2015-11-27"
507299,1,"engineer",7,184000,"2015-09-08",NA
499569,5,"engineer",23,237000,"2011-04-11","2014-11-21"
604335,8,"customer_service",15,87000,"2013-01-14","2014-10-03"
655897,10,"data_science",7,148000,"2012-08-06","2013-07-26"
824229,1,"data_science",9,203000,"2015-08-24",NA
819279,1,"design",16,223000,"2014-07-28",NA
569935,1,"engineer",19,314000,"2015-03-09",NA
123919,1,"design",4,49000,"2014-08-18",NA
861080,5,"customer_service",18,98000,"2011-02-22","2013-03-01"
531848,3,"customer_service",19,92000,"2013-05-06",NA
768571,2,"customer_service",15,129000,"2014-11-03","2015-10-23"
939674,2,"data_science",28,318000,"2012-02-21","2015-08-07"
759045,5,"data_science",19,216000,"2015-10-12",NA
312738,6,"marketing",15,160000,"2012-11-19",NA
440223,10,"engineer",14,136000,"2013-07-08","2014-07-25"
208210,2,"data_science",20,272000,"2012-01-03",NA
48329,2,"data_science",18,323000,"2015-03-11",NA
241393,1,"engineer",8,182000,"2013-09-30","2014-08-01"
43389,6,"engineer",22,229000,"2013-09-17",NA
620632,1,"customer_service",29,135000,"2015-06-08",NA
93139,7,"engineer",4,68000,"2014-11-24",NA
437194,2,"data_science",27,330000,"2013-03-11","2015-09-11"
245005,8,"marketing",24,165000,"2015-01-20",NA
425374,6,"marketing",15,153000,"2011-07-25","2013-09-13"
700113,3,"customer_service",11,69000,"2011-12-27","2015-09-11"
728283,4,"customer_service",16,107000,"2012-03-26","2014-02-21"
78838,1,"engineer",1,72000,"2012-07-30","2014-07-07"
869478,3,"engineer",16,245000,"2011-02-14","2011-12-30"
732210,10,"marketing",20,176000,"2015-08-17",NA
719109,8,"data_science",12,158000,"2011-08-22","2012-09-27"
850519,2,"customer_service",14,76000,"2015-04-20",NA
891513,2,"marketing",18,187000,"2012-04-23","2014-05-02"
636183,2,"sales",27,213000,"2012-07-16","2013-05-17"
723399,1,"data_science",11,179000,"2011-08-08","2015-10-30"
627211,3,"sales",27,187000,"2011-05-31","2012-04-20"
312194,9,"customer_service",5,66000,"2015-09-02",NA
620390,3,"data_science",21,223000,"2013-07-17","2014-06-06"
80102,1,"data_science",22,245000,"2012-06-04","2013-04-19"
211651,1,"marketing",7,137000,"2012-05-22","2014-02-07"
237051,1,"sales",28,2e+05,"2011-07-25","2012-07-13"
15080,4,"customer_service",1,21000,"2011-05-31","2013-08-23"
782130,7,"customer_service",22,1e+05,"2014-07-17","2015-07-17"
678339,1,"customer_service",13,90000,"2014-09-09",NA
462854,4,"customer_service",14,58000,"2012-12-03",NA
745198,1,"design",6,135000,"2014-04-07","2015-05-15"
489100,3,"customer_service",3,22000,"2012-10-01","2015-06-19"
518699,1,"marketing",8,139000,"2014-02-03",NA
787478,3,"engineer",6,174000,"2012-05-07","2014-10-24"
910946,1,"customer_service",20,123000,"2011-09-26","2015-04-06"
575366,8,"customer_service",26,111000,"2014-02-18","2015-01-23"
758815,4,"design",26,132000,"2011-10-17","2015-08-05"
485913,8,"data_science",28,253000,"2011-05-31","2013-12-27"
413022,1,"data_science",26,223000,"2013-01-14","2014-01-24"
119711,2,"engineer",24,312000,"2013-01-07",NA
882770,3,"customer_service",12,68000,"2013-12-10","2014-11-19"
888198,8,"engineer",8,177000,"2011-07-05","2013-12-06"
696864,1,"engineer",15,312000,"2012-01-09","2013-02-22"
437557,2,"customer_service",21,104000,"2015-06-01",NA
175735,1,"engineer",1,65000,"2015-03-09",NA
211363,7,"sales",24,131000,"2012-01-03","2013-01-25"
15663,2,"data_science",17,314000,"2011-11-21","2014-03-21"
8660,2,"sales",8,142000,"2015-07-13",NA
157173,7,"marketing",23,164000,"2014-02-18","2015-04-06"
152225,1,"data_science",19,291000,"2015-08-03",NA
615592,10,"marketing",20,139000,"2011-08-10","2012-08-10"
676466,1,"engineer",14,171000,"2011-03-07","2012-03-23"
516583,1,"sales",5,111000,"2015-06-04",NA
340922,1,"marketing",7,128000,"2011-03-07","2013-06-21"
442444,2,"data_science",19,340000,"2015-04-27",NA
162855,4,"sales",21,124000,"2013-12-02","2014-12-12"
96547,2,"customer_service",20,121000,"2012-04-23",NA
538198,1,"engineer",14,184000,"2011-07-05","2014-05-16"
700568,4,"customer_service",13,66000,"2013-02-25","2015-02-13"
185820,3,"engineer",20,273000,"2015-12-07",NA
341097,6,"data_science",8,184000,"2014-07-21","2015-08-14"
595550,3,"design",15,142000,"2014-04-10","2015-01-20"
311337,7,"engineer",24,232000,"2015-10-05",NA
133503,1,"sales",3,57000,"2012-05-07","2013-05-03"
522666,3,"engineer",27,283000,"2011-12-27",NA
428268,2,"customer_service",18,109000,"2015-07-13",NA
123410,1,"marketing",9,137000,"2013-04-29","2015-01-30"
795718,1,"data_science",6,211000,"2013-09-16","2014-08-01"
571350,1,"marketing",7,119000,"2011-01-31","2011-11-25"
260773,1,"customer_service",15,118000,"2015-07-22",NA
80552,4,"customer_service",7,54000,"2012-04-23","2015-05-01"
541801,1,"customer_service",23,127000,"2015-06-15",NA
482618,1,"sales",20,186000,"2015-11-16",NA
177351,6,"customer_service",11,58000,"2011-05-23","2013-10-31"
362268,2,"marketing",15,185000,"2011-03-01","2014-12-19"
906025,2,"sales",23,190000,"2012-04-02","2013-04-05"
257055,2,"customer_service",9,75000,"2013-01-28","2014-12-26"
132106,1,"customer_service",20,123000,"2012-09-24","2013-08-30"
250063,4,"design",6,113000,"2012-06-18","2013-06-21"
278671,3,"customer_service",16,1e+05,"2011-04-04","2013-01-18"
303968,2,"customer_service",15,104000,"2011-03-21","2013-03-22"
909072,1,"marketing",12,155000,"2014-09-11",NA
777440,1,"customer_service",6,74000,"2011-10-31","2012-09-28"
952620,8,"marketing",6,72000,"2014-06-02",NA
959754,1,"design",2,58000,"2014-11-25",NA
647594,3,"engineer",6,153000,"2014-09-22",NA
578507,1,"sales",23,215000,"2012-11-05","2013-09-27"
668315,1,"customer_service",15,116000,"2015-10-05",NA
123167,3,"customer_service",21,1e+05,"2012-01-09","2013-03-01"
875447,4,"engineer",6,153000,"2013-03-18","2014-05-30"
930707,9,"engineer",26,264000,"2013-05-06","2014-03-14"
571869,2,"marketing",2,58000,"2013-02-14",NA
818124,3,"sales",15,158000,"2013-08-19","2014-08-15"
412900,1,"engineer",2,75000,"2015-08-24",NA
952279,7,"customer_service",3,24000,"2011-12-27",NA
170448,1,"customer_service",2,28000,"2013-07-08",NA
929106,1,"marketing",10,143000,"2011-06-21","2014-09-12"
930751,2,"customer_service",24,126000,"2014-11-24",NA
271138,5,"data_science",16,189000,"2011-06-27","2014-07-07"
651754,1,"data_science",8,206000,"2015-05-18",NA
329236,2,"customer_service",21,137000,"2014-04-22","2015-06-05"
82728,10,"sales",27,136000,"2014-03-24",NA
864475,10,"sales",13,96000,"2015-06-10",NA
2267,1,"data_science",6,208000,"2011-10-17","2012-11-30"
477192,2,"customer_service",29,118000,"2011-03-01","2014-12-26"
412334,6,"data_science",11,157000,"2013-09-23",NA
708462,1,"customer_service",8,68000,"2015-08-31",NA
813328,5,"customer_service",12,56000,"2011-03-07","2015-05-29"
498686,1,"sales",7,123000,"2013-09-09",NA
763427,2,"sales",6,137000,"2012-07-23","2013-06-28"
455465,2,"customer_service",21,121000,"2012-11-26","2013-10-11"
35961,8,"marketing",2,40000,"2013-06-17",NA
349798,8,"data_science",16,262000,"2013-06-03",NA
65671,9,"customer_service",20,90000,"2012-10-15","2015-10-09"
989572,1,"marketing",16,191000,"2013-04-16","2015-02-27"
612993,8,"marketing",6,1e+05,"2012-01-17","2013-10-25"
569176,2,"customer_service",8,86000,"2015-11-23",NA
990198,4,"data_science",9,162000,"2011-09-26","2015-11-20"
909047,1,"engineer",15,317000,"2011-05-02","2012-04-09"
620689,5,"design",23,157000,"2011-05-31",NA
977898,1,"engineer",22,309000,"2011-03-22","2015-01-02"
764407,3,"marketing",10,116000,"2015-02-03",NA
408782,1,"marketing",22,164000,"2012-10-08",NA
238168,1,"customer_service",17,124000,"2013-12-16","2014-11-21"
494995,3,"design",16,126000,"2012-01-23","2015-09-11"
806404,1,"customer_service",10,78000,"2015-05-26",NA
717430,2,"customer_service",6,69000,"2014-10-13","2015-10-30"
555974,1,"marketing",27,235000,"2011-06-27","2013-07-19"
986279,1,"customer_service",22,161000,"2015-07-28",NA
292867,1,"data_science",18,308000,"2014-04-28",NA
712129,8,"customer_service",4,25000,"2011-02-28","2011-12-16"
309773,1,"customer_service",5,89000,"2011-08-15","2015-04-17"
655813,2,"data_science",19,301000,"2015-06-04",NA
926606,8,"engineer",27,235000,"2013-06-03","2015-10-16"
490119,4,"marketing",19,157000,"2012-09-13",NA
761467,1,"marketing",12,126000,"2012-03-26","2013-05-31"
691451,1,"customer_service",12,69000,"2011-03-14","2012-02-10"
734786,2,"sales",8,127000,"2015-01-20",NA
407738,4,"engineer",13,172000,"2012-02-23","2014-06-20"
704354,7,"customer_service",15,90000,"2013-12-23","2015-11-27"
29451,2,"marketing",24,201000,"2015-11-23",NA
872143,1,"customer_service",3,29000,"2013-05-28",NA
461306,1,"customer_service",14,93000,"2012-03-05",NA
494370,8,"sales",28,160000,"2013-01-22","2014-01-21"
18904,3,"customer_service",3,29000,"2014-09-02",NA
216956,10,"customer_service",26,107000,"2015-06-01",NA
951689,3,"data_science",15,184000,"2013-05-28","2014-06-06"
20165,1,"customer_service",19,110000,"2015-06-15",NA
424716,2,"engineer",28,314000,"2014-01-27","2014-12-26"
198773,4,"sales",29,170000,"2014-03-17",NA
814572,1,"sales",19,190000,"2012-01-23","2013-01-02"
679311,5,"sales",22,152000,"2014-09-08","2015-07-24"
413356,7,"data_science",11,164000,"2011-11-07","2013-10-10"
800439,1,"customer_service",28,132000,"2013-12-09","2014-11-21"
362547,2,"sales",6,148000,"2013-04-09","2015-08-07"
62540,2,"engineer",23,408000,"2013-08-26",NA
708162,1,"engineer",25,244000,"2011-07-12","2013-04-19"
555886,2,"sales",11,128000,"2012-03-05","2013-04-26"
318044,1,"data_science",12,2e+05,"2012-12-12",NA
131276,9,"customer_service",8,64000,"2013-12-05","2014-11-28"
